i[16] address[8] load clk o[16] <set> <seq>
0000000011110011 00001100 1 0 0000000000000000 1 537
0000000011110011 00001100 1 1 0000000011110011 1 538
0000000011110010 00001101 1 0 0000000000000000 1 539
0000000011110010 00001101 1 1 0000000011110010 1 540
0000000011110001 00001110 1 0 0000000000000000 1 541
0000000011110001 00001110 1 1 0000000011110001 1 542
0000000011110000 00001111 1 0 0000000000000000 1 543
0000000011110000 00001111 1 1 0000000011110000 1 544
0000000011101111 00010000 1 0 0000000000000000 1 545
0000000011101111 00010000 1 1 0000000011101111 1 546
0000000011101110 00010001 1 0 0000000000000000 1 547
0000000011101110 00010001 1 1 0000000011101110 1 548
0000000011101101 00010010 1 0 0000000000000000 1 549
0000000011101101 00010010 1 1 0000000011101101 1 550
0000000011101100 00010011 1 0 0000000000000000 1 551
0000000011101100 00010011 1 1 0000000011101100 1 552
0000000011101011 00010100 1 0 0000000000000000 1 553
0000000011101011 00010100 1 1 0000000011101011 1 554
0000000011101010 00010101 1 0 0000000000000000 1 555
0000000011101010 00010101 1 1 0000000011101010 1 556
0000000011101001 00010110 1 0 0000000000000000 1 557
0000000011101001 00010110 1 1 0000000011101001 1 558
0000000011101000 00010111 1 0 0000000000000000 1 559
0000000011101000 00010111 1 1 0000000011101000 1 560
0000000011100111 00011000 1 0 0000000000000000 1 561
0000000011100111 00011000 1 1 0000000011100111 1 562
0000000011100110 00011001 1 0 0000000000000000 1 563
0000000011100110 00011001 1 1 0000000011100110 1 564
0000000011100101 00011010 1 0 0000000000000000 1 565
0000000011100101 00011010 1 1 0000000011100101 1 566
0000000011100100 00011011 1 0 0000000000000000 1 567
0000000011100100 00011011 1 1 0000000011100100 1 568
0000000011100011 00011100 1 0 0000000000000000 1 569
0000000011100011 00011100 1 1 0000000011100011 1 570
0000000011100010 00011101 1 0 0000000000000000 1 571
0000000011100010 00011101 1 1 0000000011100010 1 572
0000000011100001 00011110 1 0 0000000000000000 1 573
0000000011100001 00011110 1 1 0000000011100001 1 574
0000000011100000 00011111 1 0 0000000000000000 1 575
0000000011100000 00011111 1 1 0000000011100000 1 576
0000000011011111 00100000 1 0 0000000000000000 1 577
0000000011011111 00100000 1 1 0000000011011111 1 578
0000000011011110 00100001 1 0 0000000000000000 1 579
0000000011011110 00100001 1 1 0000000011011110 1 580
0000000011011101 00100010 1 0 0000000000000000 1 581
0000000011011101 00100010 1 1 0000000011011101 1 582
0000000011011100 00100011 1 0 0000000000000000 1 583
0000000011011100 00100011 1 1 0000000011011100 1 584
0000000011011011 00100100 1 0 0000000000000000 1 585
0000000011011011 00100100 1 1 0000000011011011 1 586
0000000011011010 00100101 1 0 0000000000000000 1 587
0000000011011010 00100101 1 1 0000000011011010 1 588
0000000011011001 00100110 1 0 0000000000000000 1 589
0000000011011001 00100110 1 1 0000000011011001 1 590
0000000011011000 00100111 1 0 0000000000000000 1 591
0000000011011000 00100111 1 1 0000000011011000 1 592
0000000011010111 00101000 1 0 0000000000000000 1 593
0000000011010111 00101000 1 1 0000000011010111 1 594
0000000011010110 00101001 1 0 0000000000000000 1 595
0000000011010110 00101001 1 1 0000000011010110 1 596
0000000011010101 00101010 1 0 0000000000000000 1 597
0000000011010101 00101010 1 1 0000000011010101 1 598
0000000011010100 00101011 1 0 0000000000000000 1 599
0000000011010100 00101011 1 1 0000000011010100 1 600
0000000011010011 00101100 1 0 0000000000000000 1 601
0000000011010011 00101100 1 1 0000000011010011 1 602
0000000011010010 00101101 1 0 0000000000000000 1 603
0000000011010010 00101101 1 1 0000000011010010 1 604
0000000011010001 00101110 1 0 0000000000000000 1 605
0000000011010001 00101110 1 1 0000000011010001 1 606
0000000011010000 00101111 1 0 0000000000000000 1 607
0000000011010000 00101111 1 1 0000000011010000 1 608
0000000011001111 00110000 1 0 0000000000000000 1 609
0000000011001111 00110000 1 1 0000000011001111 1 610
0000000011001110 00110001 1 0 0000000000000000 1 611
0000000011001110 00110001 1 1 0000000011001110 1 612
0000000011001101 00110010 1 0 0000000000000000 1 613
0000000011001101 00110010 1 1 0000000011001101 1 614
0000000011001100 00110011 1 0 0000000000000000 1 615
0000000011001100 00110011 1 1 0000000011001100 1 616
0000000011001011 00110100 1 0 0000000000000000 1 617
0000000011001011 00110100 1 1 0000000011001011 1 618
0000000011001010 00110101 1 0 0000000000000000 1 619
0000000011001010 00110101 1 1 0000000011001010 1 620
0000000011001001 00110110 1 0 0000000000000000 1 621
0000000011001001 00110110 1 1 0000000011001001 1 622
0000000011001000 00110111 1 0 0000000000000000 1 623
0000000011001000 00110111 1 1 0000000011001000 1 624
0000000011000111 00111000 1 0 0000000000000000 1 625
0000000011000111 00111000 1 1 0000000011000111 1 626
0000000011000110 00111001 1 0 0000000000000000 1 627
0000000011000110 00111001 1 1 0000000011000110 1 628
0000000011000101 00111010 1 0 0000000000000000 1 629
0000000011000101 00111010 1 1 0000000011000101 1 630
0000000011000100 00111011 1 0 0000000000000000 1 631
0000000011000100 00111011 1 1 0000000011000100 1 632
0000000011000011 00111100 1 0 0000000000000000 1 633
0000000011000011 00111100 1 1 0000000011000011 1 634
0000000011000010 00111101 1 0 0000000000000000 1 635
0000000011000010 00111101 1 1 0000000011000010 1 636
0000000011000001 00111110 1 0 0000000000000000 1 637
0000000011000001 00111110 1 1 0000000011000001 1 638
0000000011000000 00111111 1 0 0000000000000000 1 639
0000000011000000 00111111 1 1 0000000011000000 1 640
0000000010111111 01000000 1 0 0000000000000000 1 641
0000000010111111 01000000 1 1 0000000010111111 1 642
0000000010111110 01000001 1 0 0000000000000000 1 643
0000000010111110 01000001 1 1 0000000010111110 1 644
0000000010111101 01000010 1 0 0000000000000000 1 645
0000000010111101 01000010 1 1 0000000010111101 1 646
0000000010111100 01000011 1 0 0000000000000000 1 647
0000000010111100 01000011 1 1 0000000010111100 1 648
0000000010111011 01000100 1 0 0000000000000000 1 649
0000000010111011 01000100 1 1 0000000010111011 1 650
0000000010111010 01000101 1 0 0000000000000000 1 651
0000000010111010 01000101 1 1 0000000010111010 1 652
0000000010111001 01000110 1 0 0000000000000000 1 653
0000000010111001 01000110 1 1 0000000010111001 1 654
0000000010111000 01000111 1 0 0000000000000000 1 655
0000000010111000 01000111 1 1 0000000010111000 1 656
0000000010110111 01001000 1 0 0000000000000000 1 657
0000000010110111 01001000 1 1 0000000010110111 1 658
0000000010110110 01001001 1 0 0000000000000000 1 659
0000000010110110 01001001 1 1 0000000010110110 1 660
0000000010110101 01001010 1 0 0000000000000000 1 661
0000000010110101 01001010 1 1 0000000010110101 1 662
0000000010110100 01001011 1 0 0000000000000000 1 663
0000000010110100 01001011 1 1 0000000010110100 1 664
0000000010110011 01001100 1 0 0000000000000000 1 665
0000000010110011 01001100 1 1 0000000010110011 1 666
0000000010110010 01001101 1 0 0000000000000000 1 667
0000000010110010 01001101 1 1 0000000010110010 1 668
0000000010110001 01001110 1 0 0000000000000000 1 669
0000000010110001 01001110 1 1 0000000010110001 1 670
0000000010110000 01001111 1 0 0000000000000000 1 671
0000000010110000 01001111 1 1 0000000010110000 1 672
0000000010101111 01010000 1 0 0000000000000000 1 673
0000000010101111 01010000 1 1 0000000010101111 1 674
0000000010101110 01010001 1 0 0000000000000000 1 675
0000000010101110 01010001 1 1 0000000010101110 1 676
0000000010101101 01010010 1 0 0000000000000000 1 677
0000000010101101 01010010 1 1 0000000010101101 1 678
0000000010101100 01010011 1 0 0000000000000000 1 679
0000000010101100 01010011 1 1 0000000010101100 1 680
0000000010101011 01010100 1 0 0000000000000000 1 681
0000000010101011 01010100 1 1 0000000010101011 1 682
0000000010101010 01010101 1 0 0000000000000000 1 683
0000000010101010 01010101 1 1 0000000010101010 1 684
0000000010101001 01010110 1 0 0000000000000000 1 685
0000000010101001 01010110 1 1 0000000010101001 1 686
0000000010101000 01010111 1 0 0000000000000000 1 687
0000000010101000 01010111 1 1 0000000010101000 1 688
0000000010100111 01011000 1 0 0000000000000000 1 689
0000000010100111 01011000 1 1 0000000010100111 1 690
0000000010100110 01011001 1 0 0000000000000000 1 691
0000000010100110 01011001 1 1 0000000010100110 1 692
0000000010100101 01011010 1 0 0000000000000000 1 693
0000000010100101 01011010 1 1 0000000010100101 1 694
0000000010100100 01011011 1 0 0000000000000000 1 695
0000000010100100 01011011 1 1 0000000010100100 1 696
0000000010100011 01011100 1 0 0000000000000000 1 697
0000000010100011 01011100 1 1 0000000010100011 1 698
0000000010100010 01011101 1 0 0000000000000000 1 699
0000000010100010 01011101 1 1 0000000010100010 1 700
0000000010100001 01011110 1 0 0000000000000000 1 701
0000000010100001 01011110 1 1 0000000010100001 1 702
0000000010100000 01011111 1 0 0000000000000000 1 703
0000000010100000 01011111 1 1 0000000010100000 1 704
0000000010011111 01100000 1 0 0000000000000000 1 705
0000000010011111 01100000 1 1 0000000010011111 1 706
0000000010011110 01100001 1 0 0000000000000000 1 707
0000000010011110 01100001 1 1 0000000010011110 1 708
0000000010011101 01100010 1 0 0000000000000000 1 709
0000000010011101 01100010 1 1 0000000010011101 1 710
0000000010011100 01100011 1 0 0000000000000000 1 711
0000000010011100 01100011 1 1 0000000010011100 1 712
0000000010011011 01100100 1 0 0000000000000000 1 713
0000000010011011 01100100 1 1 0000000010011011 1 714
0000000010011010 01100101 1 0 0000000000000000 1 715
0000000010011010 01100101 1 1 0000000010011010 1 716
0000000010011001 01100110 1 0 0000000000000000 1 717
0000000010011001 01100110 1 1 0000000010011001 1 718
0000000010011000 01100111 1 0 0000000000000000 1 719
0000000010011000 01100111 1 1 0000000010011000 1 720
0000000010010111 01101000 1 0 0000000000000000 1 721
0000000010010111 01101000 1 1 0000000010010111 1 722
0000000010010110 01101001 1 0 0000000000000000 1 723
0000000010010110 01101001 1 1 0000000010010110 1 724
0000000010010101 01101010 1 0 0000000000000000 1 725
0000000010010101 01101010 1 1 0000000010010101 1 726
0000000010010100 01101011 1 0 0000000000000000 1 727
0000000010010100 01101011 1 1 0000000010010100 1 728
0000000010010011 01101100 1 0 0000000000000000 1 729
0000000010010011 01101100 1 1 0000000010010011 1 730
0000000010010010 01101101 1 0 0000000000000000 1 731
0000000010010010 01101101 1 1 0000000010010010 1 732
0000000010010001 01101110 1 0 0000000000000000 1 733
0000000010010001 01101110 1 1 0000000010010001 1 734
0000000010010000 01101111 1 0 0000000000000000 1 735
0000000010010000 01101111 1 1 0000000010010000 1 736
0000000010001111 01110000 1 0 0000000000000000 1 737
0000000010001111 01110000 1 1 0000000010001111 1 738
0000000010001110 01110001 1 0 0000000000000000 1 739
0000000010001110 01110001 1 1 0000000010001110 1 740
0000000010001101 01110010 1 0 0000000000000000 1 741
0000000010001101 01110010 1 1 0000000010001101 1 742
0000000010001100 01110011 1 0 0000000000000000 1 743
0000000010001100 01110011 1 1 0000000010001100 1 744
0000000010001011 01110100 1 0 0000000000000000 1 745
0000000010001011 01110100 1 1 0000000010001011 1 746
0000000010001010 01110101 1 0 0000000000000000 1 747
0000000010001010 01110101 1 1 0000000010001010 1 748
0000000010001001 01110110 1 0 0000000000000000 1 749
0000000010001001 01110110 1 1 0000000010001001 1 750
0000000010001000 01110111 1 0 0000000000000000 1 751
0000000010001000 01110111 1 1 0000000010001000 1 752
0000000010000111 01111000 1 0 0000000000000000 1 753
0000000010000111 01111000 1 1 0000000010000111 1 754
0000000010000110 01111001 1 0 0000000000000000 1 755
0000000010000110 01111001 1 1 0000000010000110 1 756
0000000010000101 01111010 1 0 0000000000000000 1 757
0000000010000101 01111010 1 1 0000000010000101 1 758
0000000010000100 01111011 1 0 0000000000000000 1 759
0000000010000100 01111011 1 1 0000000010000100 1 760
0000000010000011 01111100 1 0 0000000000000000 1 761
0000000010000011 01111100 1 1 0000000010000011 1 762
0000000010000010 01111101 1 0 0000000000000000 1 763
0000000010000010 01111101 1 1 0000000010000010 1 764
0000000010000001 01111110 1 0 0000000000000000 1 765
0000000010000001 01111110 1 1 0000000010000001 1 766
0000000010000000 01111111 1 0 0000000000000000 1 767
0000000010000000 01111111 1 1 0000000010000000 1 768
0000000001111111 10000000 1 0 0000000000000000 1 769
0000000001111111 10000000 1 1 0000000001111111 1 770
0000000001111110 10000001 1 0 0000000000000000 1 771
0000000001111110 10000001 1 1 0000000001111110 1 772
0000000001111101 10000010 1 0 0000000000000000 1 773
0000000001111101 10000010 1 1 0000000001111101 1 774
0000000001111100 10000011 1 0 0000000000000000 1 775
0000000001111100 10000011 1 1 0000000001111100 1 776
0000000001111011 10000100 1 0 0000000000000000 1 777
0000000001111011 10000100 1 1 0000000001111011 1 778
0000000001111010 10000101 1 0 0000000000000000 1 779
0000000001111010 10000101 1 1 0000000001111010 1 780
0000000001111001 10000110 1 0 0000000000000000 1 781
0000000001111001 10000110 1 1 0000000001111001 1 782
0000000001111000 10000111 1 0 0000000000000000 1 783
0000000001111000 10000111 1 1 0000000001111000 1 784
0000000001110111 10001000 1 0 0000000000000000 1 785
0000000001110111 10001000 1 1 0000000001110111 1 786
0000000001110110 10001001 1 0 0000000000000000 1 787
0000000001110110 10001001 1 1 0000000001110110 1 788
0000000001110101 10001010 1 0 0000000000000000 1 789
0000000001110101 10001010 1 1 0000000001110101 1 790
0000000001110100 10001011 1 0 0000000000000000 1 791
0000000001110100 10001011 1 1 0000000001110100 1 792
0000000001110011 10001100 1 0 0000000000000000 1 793
0000000001110011 10001100 1 1 0000000001110011 1 794
0000000001110010 10001101 1 0 0000000000000000 1 795
0000000001110010 10001101 1 1 0000000001110010 1 796
0000000001110001 10001110 1 0 0000000000000000 1 797
0000000001110001 10001110 1 1 0000000001110001 1 798
0000000001110000 10001111 1 0 0000000000000000 1 799
0000000001110000 10001111 1 1 0000000001110000 1 800
0000000001101111 10010000 1 0 0000000000000000 1 801
0000000001101111 10010000 1 1 0000000001101111 1 802
0000000001101110 10010001 1 0 0000000000000000 1 803
0000000001101110 10010001 1 1 0000000001101110 1 804
0000000001101101 10010010 1 0 0000000000000000 1 805
0000000001101101 10010010 1 1 0000000001101101 1 806
0000000001101100 10010011 1 0 0000000000000000 1 807
0000000001101100 10010011 1 1 0000000001101100 1 808
0000000001101011 10010100 1 0 0000000000000000 1 809
0000000001101011 10010100 1 1 0000000001101011 1 810
0000000001101010 10010101 1 0 0000000000000000 1 811
0000000001101010 10010101 1 1 0000000001101010 1 812
0000000001101001 10010110 1 0 0000000000000000 1 813
0000000001101001 10010110 1 1 0000000001101001 1 814
0000000001101000 10010111 1 0 0000000000000000 1 815
0000000001101000 10010111 1 1 0000000001101000 1 816
0000000001100111 10011000 1 0 0000000000000000 1 817
0000000001100111 10011000 1 1 0000000001100111 1 818
0000000001100110 10011001 1 0 0000000000000000 1 819
0000000001100110 10011001 1 1 0000000001100110 1 820
0000000001100101 10011010 1 0 0000000000000000 1 821
0000000001100101 10011010 1 1 0000000001100101 1 822
0000000001100100 10011011 1 0 0000000000000000 1 823
0000000001100100 10011011 1 1 0000000001100100 1 824
0000000001100011 10011100 1 0 0000000000000000 1 825
0000000001100011 10011100 1 1 0000000001100011 1 826
0000000001100010 10011101 1 0 0000000000000000 1 827
0000000001100010 10011101 1 1 0000000001100010 1 828
0000000001100001 10011110 1 0 0000000000000000 1 829
0000000001100001 10011110 1 1 0000000001100001 1 830
0000000001100000 10011111 1 0 0000000000000000 1 831
0000000001100000 10011111 1 1 0000000001100000 1 832
0000000001011111 10100000 1 0 0000000000000000 1 833
0000000001011111 10100000 1 1 0000000001011111 1 834
0000000001011110 10100001 1 0 0000000000000000 1 835
0000000001011110 10100001 1 1 0000000001011110 1 836
0000000001011101 10100010 1 0 0000000000000000 1 837
0000000001011101 10100010 1 1 0000000001011101 1 838
0000000001011100 10100011 1 0 0000000000000000 1 839
0000000001011100 10100011 1 1 0000000001011100 1 840
0000000001011011 10100100 1 0 0000000000000000 1 841
0000000001011011 10100100 1 1 0000000001011011 1 842
0000000001011010 10100101 1 0 0000000000000000 1 843
0000000001011010 10100101 1 1 0000000001011010 1 844
0000000001011001 10100110 1 0 0000000000000000 1 845
0000000001011001 10100110 1 1 0000000001011001 1 846
0000000001011000 10100111 1 0 0000000000000000 1 847
0000000001011000 10100111 1 1 0000000001011000 1 848
0000000001010111 10101000 1 0 0000000000000000 1 849
0000000001010111 10101000 1 1 0000000001010111 1 850
0000000001010110 10101001 1 0 0000000000000000 1 851
0000000001010110 10101001 1 1 0000000001010110 1 852
0000000001010101 10101010 1 0 0000000000000000 1 853
0000000001010101 10101010 1 1 0000000001010101 1 854
0000000001010100 10101011 1 0 0000000000000000 1 855
0000000001010100 10101011 1 1 0000000001010100 1 856
0000000001010011 10101100 1 0 0000000000000000 1 857
0000000001010011 10101100 1 1 0000000001010011 1 858
0000000001010010 10101101 1 0 0000000000000000 1 859
0000000001010010 10101101 1 1 0000000001010010 1 860
0000000001010001 10101110 1 0 0000000000000000 1 861
0000000001010001 10101110 1 1 0000000001010001 1 862
0000000001010000 10101111 1 0 0000000000000000 1 863
0000000001010000 10101111 1 1 0000000001010000 1 864
0000000001001111 10110000 1 0 0000000000000000 1 865
0000000001001111 10110000 1 1 0000000001001111 1 866
0000000001001110 10110001 1 0 0000000000000000 1 867
0000000001001110 10110001 1 1 0000000001001110 1 868
0000000001001101 10110010 1 0 0000000000000000 1 869
0000000001001101 10110010 1 1 0000000001001101 1 870
0000000001001100 10110011 1 0 0000000000000000 1 871
0000000001001100 10110011 1 1 0000000001001100 1 872
0000000001001011 10110100 1 0 0000000000000000 1 873
0000000001001011 10110100 1 1 0000000001001011 1 874
0000000001001010 10110101 1 0 0000000000000000 1 875
0000000001001010 10110101 1 1 0000000001001010 1 876
0000000001001001 10110110 1 0 0000000000000000 1 877
0000000001001001 10110110 1 1 0000000001001001 1 878
0000000001001000 10110111 1 0 0000000000000000 1 879
0000000001001000 10110111 1 1 0000000001001000 1 880
0000000001000111 10111000 1 0 0000000000000000 1 881
0000000001000111 10111000 1 1 0000000001000111 1 882
0000000001000110 10111001 1 0 0000000000000000 1 883
0000000001000110 10111001 1 1 0000000001000110 1 884
0000000001000101 10111010 1 0 0000000000000000 1 885
0000000001000101 10111010 1 1 0000000001000101 1 886
0000000001000100 10111011 1 0 0000000000000000 1 887
0000000001000100 10111011 1 1 0000000001000100 1 888
0000000001000011 10111100 1 0 0000000000000000 1 889
0000000001000011 10111100 1 1 0000000001000011 1 890
0000000001000010 10111101 1 0 0000000000000000 1 891
0000000001000010 10111101 1 1 0000000001000010 1 892
0000000001000001 10111110 1 0 0000000000000000 1 893
0000000001000001 10111110 1 1 0000000001000001 1 894
0000000001000000 10111111 1 0 0000000000000000 1 895
0000000001000000 10111111 1 1 0000000001000000 1 896
0000000000111111 11000000 1 0 0000000000000000 1 897
0000000000111111 11000000 1 1 0000000000111111 1 898
0000000000111110 11000001 1 0 0000000000000000 1 899
0000000000111110 11000001 1 1 0000000000111110 1 900
0000000000111101 11000010 1 0 0000000000000000 1 901
0000000000111101 11000010 1 1 0000000000111101 1 902
0000000000111100 11000011 1 0 0000000000000000 1 903
0000000000111100 11000011 1 1 0000000000111100 1 904
0000000000111011 11000100 1 0 0000000000000000 1 905
0000000000111011 11000100 1 1 0000000000111011 1 906
0000000000111010 11000101 1 0 0000000000000000 1 907
0000000000111010 11000101 1 1 0000000000111010 1 908
0000000000111001 11000110 1 0 0000000000000000 1 909
0000000000111001 11000110 1 1 0000000000111001 1 910
0000000000111000 11000111 1 0 0000000000000000 1 911
0000000000111000 11000111 1 1 0000000000111000 1 912
0000000000110111 11001000 1 0 0000000000000000 1 913
0000000000110111 11001000 1 1 0000000000110111 1 914
0000000000110110 11001001 1 0 0000000000000000 1 915
0000000000110110 11001001 1 1 0000000000110110 1 916
0000000000110101 11001010 1 0 0000000000000000 1 917
0000000000110101 11001010 1 1 0000000000110101 1 918
0000000000110100 11001011 1 0 0000000000000000 1 919
0000000000110100 11001011 1 1 0000000000110100 1 920
0000000000110011 11001100 1 0 0000000000000000 1 921
0000000000110011 11001100 1 1 0000000000110011 1 922
0000000000110010 11001101 1 0 0000000000000000 1 923
0000000000110010 11001101 1 1 0000000000110010 1 924
0000000000110001 11001110 1 0 0000000000000000 1 925
0000000000110001 11001110 1 1 0000000000110001 1 926
0000000000110000 11001111 1 0 0000000000000000 1 927
0000000000110000 11001111 1 1 0000000000110000 1 928
0000000000101111 11010000 1 0 0000000000000000 1 929
0000000000101111 11010000 1 1 0000000000101111 1 930
0000000000101110 11010001 1 0 0000000000000000 1 931
0000000000101110 11010001 1 1 0000000000101110 1 932
0000000000101101 11010010 1 0 0000000000000000 1 933
0000000000101101 11010010 1 1 0000000000101101 1 934
0000000000101100 11010011 1 0 0000000000000000 1 935
0000000000101100 11010011 1 1 0000000000101100 1 936
0000000000101011 11010100 1 0 0000000000000000 1 937
0000000000101011 11010100 1 1 0000000000101011 1 938
0000000000101010 11010101 1 0 0000000000000000 1 939
0000000000101010 11010101 1 1 0000000000101010 1 940
0000000000101001 11010110 1 0 0000000000000000 1 941
0000000000101001 11010110 1 1 0000000000101001 1 942
0000000000101000 11010111 1 0 0000000000000000 1 943
0000000000101000 11010111 1 1 0000000000101000 1 944
0000000000100111 11011000 1 0 0000000000000000 1 945
0000000000100111 11011000 1 1 0000000000100111 1 946
0000000000100110 11011001 1 0 0000000000000000 1 947
0000000000100110 11011001 1 1 0000000000100110 1 948
0000000000100101 11011010 1 0 0000000000000000 1 949
0000000000100101 11011010 1 1 0000000000100101 1 950
0000000000100100 11011011 1 0 0000000000000000 1 951
0000000000100100 11011011 1 1 0000000000100100 1 952
0000000000100011 11011100 1 0 0000000000000000 1 953
0000000000100011 11011100 1 1 0000000000100011 1 954
0000000000100010 11011101 1 0 0000000000000000 1 955
0000000000100010 11011101 1 1 0000000000100010 1 956
0000000000100001 11011110 1 0 0000000000000000 1 957
0000000000100001 11011110 1 1 0000000000100001 1 958
0000000000100000 11011111 1 0 0000000000000000 1 959
0000000000100000 11011111 1 1 0000000000100000 1 960
0000000000011111 11100000 1 0 0000000000000000 1 961
0000000000011111 11100000 1 1 0000000000011111 1 962
0000000000011110 11100001 1 0 0000000000000000 1 963
0000000000011110 11100001 1 1 0000000000011110 1 964
0000000000011101 11100010 1 0 0000000000000000 1 965
0000000000011101 11100010 1 1 0000000000011101 1 966
0000000000011100 11100011 1 0 0000000000000000 1 967
0000000000011100 11100011 1 1 0000000000011100 1 968
0000000000011011 11100100 1 0 0000000000000000 1 969
0000000000011011 11100100 1 1 0000000000011011 1 970
0000000000011010 11100101 1 0 0000000000000000 1 971
0000000000011010 11100101 1 1 0000000000011010 1 972
0000000000011001 11100110 1 0 0000000000000000 1 973
0000000000011001 11100110 1 1 0000000000011001 1 974
0000000000011000 11100111 1 0 0000000000000000 1 975
0000000000011000 11100111 1 1 0000000000011000 1 976
0000000000010111 11101000 1 0 0000000000000000 1 977
0000000000010111 11101000 1 1 0000000000010111 1 978
0000000000010110 11101001 1 0 0000000000000000 1 979
0000000000010110 11101001 1 1 0000000000010110 1 980
0000000000010101 11101010 1 0 0000000000000000 1 981
0000000000010101 11101010 1 1 0000000000010101 1 982
0000000000010100 11101011 1 0 0000000000000000 1 983
0000000000010100 11101011 1 1 0000000000010100 1 984
0000000000010011 11101100 1 0 0000000000000000 1 985
0000000000010011 11101100 1 1 0000000000010011 1 986
0000000000010010 11101101 1 0 0000000000000000 1 987
0000000000010010 11101101 1 1 0000000000010010 1 988
0000000000010001 11101110 1 0 0000000000000000 1 989
0000000000010001 11101110 1 1 0000000000010001 1 990
0000000000010000 11101111 1 0 0000000000000000 1 991
0000000000010000 11101111 1 1 0000000000010000 1 992
0000000000001111 11110000 1 0 0000000000000000 1 993
0000000000001111 11110000 1 1 0000000000001111 1 994
0000000000001110 11110001 1 0 0000000000000000 1 995
0000000000001110 11110001 1 1 0000000000001110 1 996
0000000000001101 11110010 1 0 0000000000000000 1 997
0000000000001101 11110010 1 1 0000000000001101 1 998
0000000000001100 11110011 1 0 0000000000000000 1 999
0000000000001100 11110011 1 1 0000000000001100 1 1000
0000000000001011 11110100 1 0 0000000000000000 1 1001
0000000000001011 11110100 1 1 0000000000001011 1 1002
0000000000001010 11110101 1 0 0000000000000000 1 1003
0000000000001010 11110101 1 1 0000000000001010 1 1004
0000000000001001 11110110 1 0 0000000000000000 1 1005
0000000000001001 11110110 1 1 0000000000001001 1 1006
0000000000001000 11110111 1 0 0000000000000000 1 1007
0000000000001000 11110111 1 1 0000000000001000 1 1008
0000000000000111 11111000 1 0 0000000000000000 1 1009
0000000000000111 11111000 1 1 0000000000000111 1 1010
0000000000000110 11111001 1 0 0000000000000000 1 1011
0000000000000110 11111001 1 1 0000000000000110 1 1012
0000000000000101 11111010 1 0 0000000000000000 1 1013
0000000000000101 11111010 1 1 0000000000000101 1 1014
0000000000000100 11111011 1 0 0000000000000000 1 1015
0000000000000100 11111011 1 1 0000000000000100 1 1016
0000000000000011 11111100 1 0 0000000000000000 1 1017
0000000000000011 11111100 1 1 0000000000000011 1 1018
0000000000000010 11111101 1 0 0000000000000000 1 1019
0000000000000010 11111101 1 1 0000000000000010 1 1020
0000000000000001 11111110 1 0 0000000000000000 1 1021
0000000000000001 11111110 1 1 0000000000000001 1 1022
0000000000000000 11111111 1 0 0000000000000000 1 1023
0000000000000000 11111111 1 1 0000000000000000 1 1024
1111111111111111 00000000 0 0 0000000011111111 1 1025
1111111111111111 00000001 0 0 0000000011111110 1 1026
1111111111111111 00000010 0 0 0000000011111101 1 1027
1111111111111111 00000011 0 0 0000000011111100 1 1028
1111111111111111 00000100 0 0 0000000011111011 1 1029
1111111111111111 00000101 0 0 0000000011111010 1 1030
1111111111111111 00000110 0 0 0000000011111001 1 1031
1111111111111111 00000111 0 0 0000000011111000 1 1032
1111111111111111 00001000 0 0 0000000011110111 1 1033
1111111111111111 00001001 0 0 0000000011110110 1 1034
1111111111111111 00001010 0 0 0000000011110101 1 1035
1111111111111111 00001011 0 0 0000000011110100 1 1036
1111111111111111 00001100 0 0 0000000011110011 1 1037
1111111111111111 00001101 0 0 0000000011110010 1 1038
1111111111111111 00001110 0 0 0000000011110001 1 1039
1111111111111111 00001111 0 0 0000000011110000 1 1040
1111111111111111 00010000 0 0 0000000011101111 1 1041
1111111111111111 00010001 0 0 0000000011101110 1 1042
1111111111111111 00010010 0 0 0000000011101101 1 1043
1111111111111111 00010011 0 0 0000000011101100 1 1044
1111111111111111 00010100 0 0 0000000011101011 1 1045
1111111111111111 00010101 0 0 0000000011101010 1 1046
1111111111111111 00010110 0 0 0000000011101001 1 1047
1111111111111111 00010111 0 0 0000000011101000 1 1048
1111111111111111 00011000 0 0 0000000011100111 1 1049
1111111111111111 00011001 0 0 0000000011100110 1 1050
1111111111111111 00011010 0 0 0000000011100101 1 1051
1111111111111111 00011011 0 0 0000000011100100 1 1052
1111111111111111 00011100 0 0 0000000011100011 1 1053
1111111111111111 00011101 0 0 0000000011100010 1 1054
1111111111111111 00011110 0 0 0000000011100001 1 1055
1111111111111111 00011111 0 0 0000000011100000 1 1056
1111111111111111 00100000 0 0 0000000011011111 1 1057
1111111111111111 00100001 0 0 0000000011011110 1 1058
1111111111111111 00100010 0 0 0000000011011101 1 1059
1111111111111111 00100011 0 0 0000000011011100 1 1060
1111111111111111 00100100 0 0 0000000011011011 1 1061
1111111111111111 00100101 0 0 0000000011011010 1 1062
1111111111111111 00100110 0 0 0000000011011001 1 1063
1111111111111111 00100111 0 0 0000000011011000 1 1064
1111111111111111 00101000 0 0 0000000011010111 1 1065
1111111111111111 00101001 0 0 0000000011010110 1 1066
1111111111111111 00101010 0 0 0000000011010101 1 1067
1111111111111111 00101011 0 0 0000000011010100 1 1068
1111111111111111 00101100 0 0 0000000011010011 1 1069
1111111111111111 00101101 0 0 0000000011010010 1 1070
